stamp,x,y,theta
1778594897.639759,-2.005410010845234,0.29871489022028425,0.2447521134930647
1778594898.2905507,-2.0048758619534706,0.30246503215445253,0.07311837422026014
1778594900.219495,-2.0006931441922533,0.30713549326778106,0.04649211992846207
1778594900.8577306,-1.9940946029050637,0.3107883275179198,0.21982819294342354
1778594902.7982125,-1.958089241250752,0.32198577949497337,0.3629375546560657
1778594904.7266169,-1.9001277298352082,0.34342409285088965,0.3627525552847503
1778594906.7898266,-1.8367797262487588,0.3675722813783397,0.36736514490509176
1778594908.7307663,-1.7746007770780934,0.3915793345515647,0.36575940626744174
1778594910.7939172,-1.7120228112798657,0.41359965573539165,0.36081764064810806
1778594912.7350464,-1.6558970833355728,0.43272223759571954,0.35477528875111297
1778594914.6628492,-1.6078709094302672,0.4469954211285381,0.3487850195768852
1778594916.7260938,-1.5595217607320393,0.4591728148571882,0.34206361747491654
1778594918.667243,-1.5155811534563368,0.47257758498397023,0.3376791645585797
1778594920.5951114,-1.4784192733376509,0.4952895110764591,0.3486499761223268
1778594922.2780619,-1.4602754764267014,0.5076204846578022,0.5187820277630647
1778594924.3415995,-1.4121957954590318,0.5324709595843257,0.5533250113223814
1778594926.3923144,-1.3591403643336357,0.5647033748851589,0.5509506649347539
1778594928.3334236,-1.3086661953210426,0.5974288354676514,0.5471205278158061
1778594930.3963583,-1.2561810521649603,0.6328708821702076,0.5437165618731853
1778594932.32447,-1.2061155805953467,0.6675947254943483,0.542438919130207
1778594934.3880095,-1.1579227009391257,0.7095397932159457,0.5458355857730148
1778594936.3163583,-1.1254898479458175,0.7410796164905257,0.715992194541082
1778594937.7288508,-1.1104269170141003,0.7506708466121971,0.8895892458487529
1778594939.0183196,-1.0997845619030737,0.7648444955441542,1.0531035765782595
1778594940.4310603,-1.0928389927047835,0.7841753850511541,1.2335201901889468
1778594941.7204678,-1.0901562766260997,0.8029247291361439,1.3984940247067397
1778594943.1331427,-1.0921478238034859,0.823973521741821,1.5769461432968563
1778594944.4226146,-1.099098115157698,0.8494710007301416,1.7454525254691189
1778594946.3632925,-1.1109781684193138,0.9043877495116205,1.896495109382378
1778594948.2913625,-1.1338389788848329,0.9622660912261105,1.8945493112491878
1778594950.2322378,-1.155174406938197,1.0055510644359051,1.8938896552815334
1778594952.2952633,-1.1806716520992393,1.055743248229082,1.8882033993547456
1778594954.223684,-1.2057153660153441,1.0990882557051112,1.878210217372953
1778594956.2870443,-1.2273971501007896,1.1426422727663366,1.8689349372299415
1778594958.227843,-1.2437078902569223,1.181717130648318,1.8618726780940291
1778594960.2910335,-1.2592966865129123,1.226073192792207,1.8528767409721405
1778594962.2193422,-1.2724867365725783,1.2723078787432607,1.8478427192041889
1778594964.2952368,-1.2870446503722952,1.3263485198844684,1.8477827562617364
1778594966.223249,-1.299753966891712,1.3824419492988296,1.8515723776273227
1778594968.2868834,-1.3070542022436644,1.4320183494251473,1.856830742259929
1778594970.2278771,-1.3180001432328299,1.4844153088491658,1.862353610846485
1778594972.290791,-1.3298088104491983,1.5396127571200282,1.8633214681910377
1778594974.218929,-1.3443201483939238,1.5951545708002646,1.8665744972307827
1778594976.2822933,-1.3618722345473917,1.6544731873049061,1.865490218742954
1778594977.5724828,-1.3660598251101608,1.6627052365341097,2.023117272195373
1778594978.2230706,-1.3678443757610308,1.6642464987465981,2.1959226019300955
1778594978.861832,-1.367808302860545,1.6667887097069802,2.3658731144182132
1778594979.512614,-1.3652401674420411,1.6596507794983302,2.5383900221996547
1778594980.1642246,-1.367121821624256,1.6616897967686646,2.71063356847025
1778594980.8028052,-1.3685281162172072,1.6662581487062362,2.877718552681905
1778594981.45313,-1.3688568209321008,1.6650253724497657,3.0513370540140157
1778594982.0923314,-1.3711983884624244,1.6631407402660432,-3.0624621300582837
1778594982.7429025,-1.3704314473577244,1.6632852324187397,-2.889599381077878
1778594983.3814092,-1.3710033004926367,1.6660792450525717,-2.7235528598799865
1778594984.0337446,-1.3749338625085101,1.6668235748672124,-2.5554747187830733
1778594984.6718857,-1.3780616881925736,1.6668876289223777,-2.3864102224964334
1778594985.322111,-1.3743167819704276,1.6715425068990837,-2.2159281804181017
1778594985.972955,-1.3710478381631823,1.6740425069170832,-2.046051229532568
1778594986.611725,-1.3709525526123352,1.6692906209377236,-1.8746840219841718
1778594987.2643163,-1.3729977589968627,1.6711417268587854,-1.705774084538405
1778594987.9020634,-1.3734250246920323,1.6722120362777193,-1.5400201021955588
1778594988.5522215,-1.3745144444277988,1.6724477006459693,-1.3709385731324657
1778594989.2038794,-1.3772493377854544,1.6727525218278139,-1.1990560061810582
1778594989.8420084,-1.3775717644273275,1.674640003691715,-1.0335567477204595
